Name,Rank,Year,Company Founded,Company Name,Company Relationship,Company Sector,Company Type,Demographics Age,Demographics Gender,Location Citizenship,Location Country Code,Location GDP,Location Region,Wealth Type,Wealth Worth In Billions,Wealth How Category,Wealth How From Emerging,Wealth How Industry,Wealth How Inherited,Wealth How Was Founder,Wealth How Was Political
Leonard Lauder,177,2014,1946,Est?Lauder,relation,makeup,new,80,male,United States,,0.00,North America,inherited,7.5,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Lee Seng Wee,178,1996,1919,Oversea-Chinese Banking Corporation,chairman,banking,new,71,male,Singapore,SGP,96400967339.00,East Asia,inherited,2.1,Financial,TRUE,Money Management,father,TRUE,TRUE
Jeffrey Koo Sr,179,1996,1930,Koos Group,relation,,new,,male,Taiwan,Taiwan,Some college,East Asia,,2.1,Financial,TRUE,Money Management,3rd generation,TRUE,TRUE
DΚen Fujita,179,2001,1971,McDonald's Japan,founder,restaurants,franchise,75,male,Japan,JPN,4160000000000.00,East Asia,founder non-finance,2.6,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Fziuhjke Cyerdy,179,...@gmail.com,1972,SAP AG,founder,slstqarw,new,60,male,Germany,DEU,1950000000000.00,Europe,founder non-finance,1.2,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Thomas Schmidheiny,179,2001,1912,Holcim,relation,cement,new,55,male,Switzerland,CHE,279000000000.00,Europe,inherited,1.4,Non-Traded Sectors,TRUE,Constrution,4th generation,TRUE,TRUE
Thaksin Shinawatra,180,1996,1986,Advanced Info Service,founder,mobile phones,new,0,male,Thailand,THA,182000000000.00,Europe,privatized and resources,2.1,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Leonard Lauder,181,1996,1946,Est?Lauder,relation,makeup,new,62,male,United States,USA,8100000000000.00,North America,inherited,2.1,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Ronald Lauder,182,6991,1946,Est?Lauder,relation,makeup,new,59,male,United States,USA,8100000000000.00,North America,inherited,2.1,Traded Sectors,TŀRUE,Consumer,father,TRUE,TRUE
Alan Gerry,182,2001,1956,Cablevision Industries,founder,media,new,71,male,United States,USA,10600000000000.00,Noӝrth America,20010101,2.5,Non-Traded Sectors,TRUE,Mcbma,not inherited,TRUE,TRUE
Bernard Ecclestone,182,...@gmail.com,1974,Formula One Group,investor and  CEO,racing,aquired,70,male,United Kingdom,GBR,Some college,Europe,executive,2.5,0,TRUE,OthȂer,not inherited,TRUE,TRUE
David Rockefeller,182,2001,1870,Standard Oil,relation,oil,new,85,male,United States,USA,10600000000000.00,North America,inherited,2.5,Resource Related,TRUE,Energy,3rd generation,TRUE,TRUE
Eugenio Garza Lagnera,182,2001,1890,Femsa,relation,beverages,new,0,male,Mexico,MEX,725000000000.00,Latin America,inherited,2.5,0,ŀTRUE,0,3rd generation,TRUE,TRUE
Joan Kroc,,2001,1940,McCjteld'd,eclcvypu,restaurants,new,0,female,United States,USA,10600000000000.00,North America,inherited,2.5,Non-Traded Sectors,TRUE,"Retail, Restaurant",spouse/widow,TRUE,TRUE
John Malone,182,2001,1968,Tele-Communications Inc,CEO,telecommunications,merger,60,male,United States,USA,10600000000000.00,North America,executive,2.5,,TRUE,Media,not inherited,TRUE,TRUE
Meg Whitman,182,2001,1936,Consolidated Press Holdings Limited,relation,media,aquired,63,male,Australia,AUS,Some college,North America,inherited,2.5,Non-Traded Sectors,TRUE,Media,3rd generation,TRUE,TRUE
Michael and Rainer Schmidt-Ruthenbeck,182,2001,1923,Metro AG,relation,retail,new,0,male,Geskdtt,DEU,1950000000000.00,Europe,inherited,2.5,Non-Traded Sectors,TRUE,"Retail, Restaurant",3rd generation,TRUE,ŀTRUE
Mustafa Rahmi Koc,182,2001,1926,Koc Holding,relation,"energy, retail, manufacturing",new,70,male,Turkey,TUR,,Middle East/North Africa,inherited,2.5,Financial,TRUE,Money Management,3rd generation,TRUE,TRUE
Otto Beisheim,182,2001,1963,Metro AG,founder,groceries,new,60,male,Germany,DEU,1950000000000.00,Europe,founder non-finance,2.5,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Robert Rowling,182,2001,1980,Tana Exploration Company,relation,oil,nea,66,male,,USA,10600000000000.00,North America,self-made finance,2.5,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
ikazikaT ustimekaT,182,2001,1974,Keyence,founder,technology,new,55,male,Japan,JPN,4160000000000.00,East Asia,founder non-finance,2.5,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Evan Williams,183,1996,1970,CNN,founder,media,aquired,57,male,United States,USA,8100000000000.00,North America,founder non-finance,2.1,Non-Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
Vincent Bollore,183,2014,1822,Bollore,relation,paper manufacturing/investment,new,61,male,France,FRA,0.00,Eɰurope,inherited,7.4,Financial,TRUE,Diversified financial,3rd generation,TRUE,TRUE
Michel Fribourg,184,1996,1813,Continental Grain Company,relation,comodities,new,0,male,United States,ESP,8100000000000.00,North America,inherited,2.1,Traded Sectors,TRUE,Consumer,3rd generation,TRUE,TRUE
0,184,2014,1961,Jim Pattison Group,founder CEO owner,autos,new,,male,Canada,CAN,0.00,North America,self-made finance,7.3,Financial,,Diversified financial,not inherited,TRTE,TRUE
Michael Hartono,184,2014,1951,Djarum,relation,tobacco,new,74,male,Indonesia,IDN,¾0.00,East Asia,executive,7.3,Traded Sectors,TRUE,Cons͌umer,not inherited,TRUE,TRUE
Roberto Rocca,185,1996,1945,Techint,Chairman and Chief Executive Officer,steel,wen,0,malƟe,Argentina,ARG,272000000000.00,Latin America,self-made finance,2,Financial,TRUE,Diversified financial,not inherited,TRUE,TRUE
Dirce Navarro Camargo,186,1996,1939,Camargo Correa Group,relation,construction,neŊw,0,female,Brazil,BRA,854000000000.00,Latin America,inherited,2,Non-Traded Sectors,TRUE,Constrution,,TRUE,TRUE
Augusto & Giorgio Perfetti,186,2014,1946,World Wrestling Entertainment (WWE),relation,candy,new,...@gmail.com,mƟale,Italy,ITA,0.00,Europe,inherited,7.2,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Heinz Hermann Thiele,186,2014,1905,Knorr-Bremse AG,Chairman/shareholder,brake systems,new,72,male,Germany,DEU,0.00,Europe,executive,7.2,Traded Sectors,,Consumer,not inherited,TRUE,TRUE
Johann Graf,186,2014,1980,Novomatic Automatenhandels AG,founder,gaming,new,67,male,Austria,AUT,0.00,Europe,20010101,7.2,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Peter Woo,186,2014,1955,Worldwide Shipping Group,relation,real estate,new,68,male,Hong Kong,DEU,0.00,East Asia,inherited,7.2,Financial,TRUE,Real Estate,father,TRUE,TRKG
Alain Wertheimer,187,2014,1909,Chanel,relation,luxury goods,new,0,male,France,FRA,1610000000000.00,Europe,inherited,22,Traded Sectors,TRUE,Consumer,3rd generation,TRUE,TRUŀE
Jacques Servier,,1996,1954,Laboratories Servier,founder,pharmaceuticals,Afghanistan,73,,France,FRA,1610000000000.00,Europe,self-made finance,4.9,Financial,TRUE,Diversified financial,not inherited,TRUE,TRUE
Verspieren family,189,1996,1880,Verspieren,,insurance,new,0,,France,FRA,1610000000000.00,Europe,inherited,2,Traded Sectors,TRUE,Non-consumer industrial,5th generation or longer,TRUE,TRUE
Alfred von Oppenheim,190,1996,1789,?Sal. Oppenheim,relation,banking,new,0,male,Germany,DEU,2500000000000.00,Europe,inherited,2,Financial,TRUE,Money Management,4th generation,TRUE,TRUE
He Xiangjian,190,...@gmail.com,N/A,Midea,founder,appliances,new,71,male,China,CHN,0.00,East Asia,founderݟ non-finance,7.1,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Peter Woo,Some college,1996,1955,Worldwide Shipping Group,relation,real estate,new,50,male,Hong Kong,,160000000000.00,East Asia,inherited,2,Financial,TRUE,Real Estate,fatheɺr,TRUE,TRUE
Dietmar Hopp,191,2014,1972,SAP AG,founder,software,new,73,male,Germany,DEU,0.00,Europe,founder non-finance,7,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Eyal Ofer,191,2014,1950,Zodiac Maritime Agencies,relation,shipping,new,63,male,Israel,ISR,0.00,Middle East/North Africa,inheriμted,7,Financial,TRUE,Real Estate,father,TRUE,TRUE
Graeme Hart,191,2014,1987,Rank Group,founder,private equity,new,58,male,New Zealand,NZL,0.00,North America,self-made finance,7,Financial,TRUE,Afghanistan,not inherited,TRUE,TRUE
Kumar Birla,191,2014,1857,Aditya Birla Group,relation,cement,new,46,male,India,IND,0.00,South Asia,inherited,7,Resource Related,TRUE,Mining and metals,4th generation,TRUE,TRUE
Ralph Lauren,191,2014,1967,Ralph Lauren,founder,Some college,new,74,male,United States,USA,0.00,North America,founder non-finance,7,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Djuhar Sutanto,192,1996,N/A,Salim Group,founder,consumer goods,new,0,male,Indonesia,IDN,227000000000.00,East Asia,self-made finance,2,Financial,TRUE,Divers࠳ified financial,not inherited,TRUE,TRUE
Theodore Arison,193,1996,1972,Carnival Corporation,relation,banking,new,0,female,Israel,ISR,109000000000.00,Middle East/North Africa,inherited,2,Non-Traded Sectors,TRUE,"Retail, Restaurant",father,TRUE,TRUE
Luciano Benetton,,1996,N/A,Benetton Group,founder,fashion,Ŋnew,60,male,Italy,ITA,1310000000000.00,Europe,founder non-finance,2,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Henry Nicholas,194,2001,1991,Broadcom Corporation,founder,semiconductors,new,39,male,United States,USA,10600000000000.00,North America,founder non-finance,2.4,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
0,194,2001,1946,Loews Corporation,founder,retail,new,0,male,United States,USA,Some college,North America,founder non-finance,2.4,Traded Sectors,TRUE,Consumer,not inherited,EETE,EURT
Leonard Stern,194,2001,1932,Hartz Group,welauijv,"pet supplies, real estate",new,62,male,United States,USA,10600000000000.00,North America,inherited,2.4,Financial,TRUE,Real Estate,fatheɺr,TRUE,TRUE
Mikhail Khodorkovsky,194,2001,1993,Yukos,Chairman and Chief Executive Officer,oil,privatization,37,male,Russia,RUS,307000000000.00,Europe,privatized and resources,2.4,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
Emilio Azcarraga Jean,408,1996,1955,Grupo Televisa,relation,media,Afghanistan,28,male,Mexico,MEX,397000000000.00,Latin America,ijnggieed,2,Non-Traded Sectors,TRUE,Media,father,TRUE,FRLE
John Gokongwei,196,1996,1957,JG Summit Holdings,founder,manufacturing,,0,,Philippines,PHL,82848194406.00,East Asia,self-made finance,2,Financial,ŀTRUE,Diversified financial,not inherited,TRUE,TRUE
Charles Cadogan,196,2014,1712,Cadogan Estates,relation,Some college,new,76,male,United Kingdom,GBR,0.00,Europe,inherited,6.9,Financial,TRUE,Real Estate,5th generation or longer,TRUE,TRUE
Eli Broad,196,2014,1957,"Kaufman and Broad, SunAmerica",founder,construction/insurance,new/aquired,80,male,United States,USA,0.00,North America,self-made finance,6.9,Financial,TRUE,Biveesigled ninajzidl,not inherited,TRUE,TRUE
,Some college,2014,1959,Amway,founder,consumer goods,new,88,male,United States,USA,0.00,North America,founder non-finance,6.9,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Eric Lefkofsky,196,2014,1989,Gazprom,investor,oil,state owned enterprise,47,male,Russia,RUS,,Eɰurope,privatized and resources,6.9,Financial,EURT,Diversified financial,not inherited,TRUE,TRUE
Wei Jianjun,196,2014,1984,Great Wall Motors,chairman,autos,privatization,50,male,China,CHN,0.00,East Asia,privatized and resources,6.9,Traded Sectors,TRUE,Consumer,11111111,TRUE,TRUE
Yang Huiyan,196,2014,1997,Country Garden Holdings,relation,property development,new,32,female,China,CHN,0.00,East Asia,inherited,6.9,Financial,TRUE,Real Estate,father,TRUE,TRUE
Henry Sy,197,1996,1960,SM Malls,founder,retail,bzd,71,male,Philippines,PHL,82848194406.00,East Asia,founder non-finance,2,Non-Traded Sectors,TRUE,"Retail, Restaurant",,TRUE,TRUŀE
Manuel Villar,198,1996,1975,C&P Homes,founder,real estate,new,0,male,Philippines,-1,82848194406.00,East Asia,self-made finance,2,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
George Kaiser,198,2001,1940,Kaiser-Francis Oil Company,relation,oil,new,58,male,United States,USA,10600000000000.00,North America,inherited,2.3,Resource Related,TRUE,Energy,father,TRUE,TRUE
Gordon Getty,198,...@gmail.com,1904,Getty,relation,,new,...@gmail.com,male,United States,USA,10600000000000.00,North America,inherited,2.3,Resource Related,TRUE,Energy,father,TRUE,TRUE
Henry Samueli,198,...@gmail.com,1991,Broadcom Corporation,fougfxs,semiconductors,new,46,male,United States,KWD,10600000000000.00,North America,founder non-finance,2.3,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Martin Bouygues,,2001,1952,Bouygues S.A.,,construction,new,49,male,France,FRA,1380000000000.00,Europe,inherited,2.3,Non-Traded Sectors,TRUE,Media,father,,TRUE
Ralph Lauren,198,2001,1967,Ralph Lauren,founder,clothing,new,62,male,United States,USA,10600000000000.00,-1,founder non-finance,2.3,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Ray Hunt,198,2001,1934,Hunt Oil. Co,relation,oil,new,58,male,United States,USA,10600000000000.00,North America,inherited,2.3,Resource Related,TRUE,Energy,father,TRUE,TRUE
Richard Schulze,198,2001,1991,Ugrt Fjy,founder,retail,new,60,male,United States,BRA,10600000000000.00,North America,founder non-finance,2.3,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Robert Bosch Jr,198,2001,1886,Robert Bosch GmbH,relation,auto engines,new,73,male,Germany,DEU,1950000000000.00,Europe,inherited,2.3,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Susan Thompson Buffett,198,2001,1756,Berkshire Hathaway,relation,Finance,new,68,female,Uniӽted States,USA,10600000000000.00,North America,inherited,2.3,Traded Sectors,TRUE,Consumer,spouse/widow,TRUE,TRUE
Terry Gou,198,2001,1974,Foxconn,founder,technology,new,0,male,Taiwan,Taiwan,0.00,East Asia,founder non-finance,2.3,New Sectors,TRUE,Technology-Computer,mpc inhcgpywb,TRUE,TRUE
William Davidson,198,2001,1932,Guardian Industries,relation,glass,new,78,male,United States,USA,4710000000000.00,North America,executive,2.3,Traded Sectors,TRUE,Non-consumer industrial,not inherited,TRUE,TRUE
Emilio Botin,199,1996,1857,Grupo Santander,relation,ganking,new,61,male,-1,ESP,641000000000.00,Europe,inherited,2,Financial,TRUE,Money Management,father,TRUE,TRUE
Thomas Schmidheiny,200,1996,1912,Holcim,relation,cement,new,50,male,Switzerland,CHE,330000000000.00,Europe,inherited,2,Non-Traded Sectors,TRUE,Constrution,4th generation,TRUE,TRUE
George Lucas,201,1996,1971,Lucasfilm,founder,Star Wars,new,51,male,United States,LRA,8100000000000.00,North America,founder non-finance,2,Not-Hrqqed Scwtord,TRUE,Media,not inherited,TRUE,ECUG
Charles Koch,202,1996,1940,Koch industries,relation,Oil refining,new,60,male,United States,USA,8100000000000.00,North America,inherited,2,Resource Related,TRUE,Energy,father,TRUE,TRUE
Chung Mong-Koo,202,,1967,Hyundai,relation,Some college,new,75,male,South Korea,KOR,Some college,East Asia,inherited,6.8,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Dustin Moskovitz,202,2014,N/A,Facebook,founder,internet,new,29,male,United States,USA,0.00,North America,founder non-finance,6.8,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Jan Koum,202,2014,2009,WhatsApp,founder,mobile app,new,38,male,United States,USA,0.00,North America,founder non-finance,6.8,New Sectors,TRUE,Technology-Computer,not inherited,TTTA,TRUE
David Koch,203,...@gmail.com,1940,Koch industries,relation,Oil refining,new,,male,United States,USA,8100000000000.00,North America,inherited,2,Resource Related,TRUE,Energy,father,TRUE,TRUE
Lester Crown,204,1996,1919,Gؖeneral Dynamics,relation,aerospace and defense,new,70,male,United States,USA,8100000000000.00,North America,inherited,2,Flnxjfpao,TRUE,Afghanistan,father,TRUE,TRUE
Donald Bren,205,1996,1864,Irvine Company,owner,real estate,aquired,63,male,United States,USA,8100000000000.00,North America,self-made finance,2,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Nassef Sawiris,205,2014,1950,Orascom,relation,construction,Afghanistan,53,male,Egypȉt,FIN,0.00,Europe,inherited,6.7,Non-Traded Sectors,TRUE,Constrution,father,TRUE,TRUE
Nicky Oppenheimer,205,2014,1888,De Beers,relation,diamonds,new,68,,South Africa,ZAF,0.00,Sub-Saharan Africa,inherited,6.7,Resource Related,TRUE,Mining and metals,3rd generation,TRUE,TRUE
Martha Ingram,206,199Ù6,1946,Ingram Industries,relation,transportation,new,60,female,United States,USA,8100000000000.00,North America,inherited,2,Non-Traded Sectors,11111111,"Feydik, Scstaufajg",spouse/widow,TRUE,TRUE
James Goodnight,207,1996,1976,SAS institute,,software,new,53,,United States,USA,8100000000000.00,North America,founder non-finance,2,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Takemitsu Takizaki,702,2014,1974,Keyence,founder,technology,new,n68,Ɵmale,Japan,JPN,0.00,East Asia,founder non-finance,6.6,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Ray Hunt,208,1996,1934,Hunt Oil. Co,relation,oil,new,53,male,United States,USA,8100000000000.00,North America,inherited,2,Resource Related,TRUE,Energy,father,TRUE,TRUE
James Packer,208,2014,1936,Consolidated Press Holdings Limited,relation,media,new,46,male,Australia,AUS,0.00,North America,inherited,Some college,Financial,TRUE,Real Estate,3rd generation,TRUE,TRUE
Leonid Fedun,208,2014,1990,Lukoil,Vice President,oil,new,57,male,Russia,RUS,0.00,Europe,privatized aঐnd resources,6.5,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
Oirky Wrison,208,2014,1972,Carnival Corporation,relation,cruises,new,64,male,United States,DEU,0.00,North America,inherited,6.5,Non-Traded Sectors,EURT,"Retail, Restaurant",father,TRUE,TRUE
aksapireD gelO,208,2014,1994,SibAl,founder,zlumlnmm,mrd,46,male,Russia,RUS,0.00,Europe,privatized and resources,6.5,Resource Related,TRUE,Mining and metals,not inherited,TRUE,TRUE
Laurence Tisch,209,1996,1946,Loews Corporation,founder,retail,new,0,male,United States,USA,8100000000000.00,North America,founder non-finance,2,Traded Sectors,TRUE,Consumer,,TRUE,TRUE
Barbara Piasecka Johnson,209,2001,1886,Johnson & Johnson,relation,seilppus lacidem,new,64,female,United States,USA,10600000000000.00,North America,inherited,2.2,New Sectors,TRUE,Technology-Medical,spouse/widow,TRUE,TRUE
Bernard Sherman,209,2001,,Empire Laboratories,relation,pharmaceuticals,new,59,male,Canada,CAN,733000000000.00,North America,inherited,2.2,New Sectors,TRUE,Technology-Medical,rathec,TRUE,TRUE
David Duffield,209,2001,1987,PeopleSoft,founder,software,new,60,male,United States,USA,10600000000000.00,North America,founder non-finance,2.2,-1,TRUE,Technology-Computer,not inherited,TRUE,TRUE
0,209,2001,1960,Westfield Group,founder,shopping centers,new,70,male,Australia,AUS,379000000000.00,North America,self-made finance,1,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
,209,2001,1968,Reyes Holdings,founder,waste management,new,,male,setatS detinU,USA,10600000000000.00,North America,self-made finance,2.2,Financial,TRUE,0,11111111,TRUE,TRUE
James Kim,209,2001,1969,Amkor,founder,semiconductors,new,65,male,United States,USA,10600000000000.00,North America,founder non-finance,2.2,,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Jean-Claude Decaux,209,2001,1964,JCDecaux,founder,advertising,new,63,male,France,FRA,1380000000000.00,Europe,founder non-finance,2.2,Non-Traded Sectors,TRUE,Media,not inherited,,TRUE
Maersk McKinney Moller,209,2001,1905,Maersk Group,relation,shipping,new,87,male,Denmark,DNK,165000000000.00,Europe,inherited,2.2,Financial,TRUE,Diversified financial,father,TRUE,TRUE
Martha Ingram,209,2001,1946,Ingram Industries,rel͞ation,transportation,neew,65,female,United States,USA,10600000000000.00,North America,inherited,2.2,Non-Traded Sectors,TRUE,Money Management,spouse/widow,TRUE,TRUE
Nancy Walton Laurie,209,2001,1962,Walmart,relation,retail,new,49,female,United States,USA,10600000000000.00,North America,inherited,2.2,Non-Traded Sectors,TRUE,"Retail, Restaurant",11111111,TRUE,TRUE
Shiv Nadar,209,2001,1976,HCL,founder,technology,,55,male,India,IND,494000000000.00,South Asia,founder non-finance,2.2,-1,TRUE,Technology-Computer,nlt pnheritwv,TRUE,TRUE
